name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-12048,NO,1,0,0,0,0,0,0
GENE-12049,YES,1,0,0,0,0,0,0
GENE-12050,NO,1,0,0,0,0,0,0
GENE-12051,NO,1,0,0,0,0,0,0
GENE-12052,NO,1,0,0,0,0,0,0
GENE-12053,NO,1,0,0,0,0,0,0
GENE-12054,NO,1,107,72,80,89,63,77
GENE-12055,NO,1,0,0,0,0,0,0
GENE-12056,NO,1,91,70,79,84,73,76
GENE-12057,NO,1,0,0,0,0,0,0
GENE-12058,YES,1,0,0,0,0,0,0
GENE-12059,NO,1,47,67,45,50,54,32
GENE-12060,NO,1,626,740,583,629,665,671
GENE-12061,NO,1,10,6,11,12,1,1
GENE-12062,NO,1,0,0,0,0,0,0
GENE-12063,NO,1,0,0,0,0,0,0
GENE-12064,NO,1,0,0,0,0,0,0
GENE-12065,YES,1,0,0,0,0,0,0
GENE-12066,NO,1,192,128,331,226,45,104
GENE-12067,NO,1,0,0,0,0,0,0
GENE-12068,NO,1,0,1,0,0,0,0
GENE-12069,NO,1,96,88,120,162,133,169
GENE-12070,NO,1,472,412,390,536,417,421
GENE-12071,NO,1,0,0,0,0,0,0
GENE-12072,NO,1,158,145,145,103,108,136
GENE-12073,NO,1,0,0,0,0,0,0
GENE-12074,NO,1,0,0,0,0,0,0
GENE-12075,NO,1,56,76,59,58,63,47
GENE-12076,NO,1,0,0,0,0,0,0
GENE-12077,NO,1,29,25,50,46,29,27
GENE-12078,NO,1,0,0,0,0,0,0
GENE-12079,NO,1,0,0,0,0,0,0
GENE-12080,NO,1,0,0,0,0,0,0
GENE-12081,NO,1,0,0,0,0,0,0
GENE-12082,NO,1,0,0,0,0,0,0
GENE-12083,NO,1,860,872,729,795,760,837
GENE-12084,NO,1,0,0,0,0,0,0
GENE-12085,NO,1,0,0,0,0,0,0
GENE-12086,NO,1,5,1,0,2,2,2
GENE-12087,NO,1,0,0,0,0,0,0
GENE-12088,NO,1,0,0,0,0,0,0
GENE-12090,YES,1,0,0,0,0,0,0
GENE-12091,NO,1,0,0,0,0,0,0
GENE-12092,NO,1,0,0,0,0,0,0
GENE-12093,NO,1,17,11,10,3,15,15
GENE-12094,NO,1,0,0,0,0,0,0
GENE-12095,NO,1,0,0,0,0,0,0
GENE-12096,NO,1,0,0,0,0,0,0
GENE-12097,NO,1,1,0,1,0,0,1
GENE-12098,NO,1,0,0,0,0,0,0
GENE-12099,NO,1,0,0,0,0,0,0
GENE-12100,NO,1,0,0,0,0,0,0
GENE-12101,NO,1,0,0,0,0,0,0
GENE-12102,NO,1,0,0,0,0,0,0
GENE-12103,NO,1,3,2,2,1,1,2
GENE-12104,NO,1,6,14,3,15,5,6
GENE-12105,NO,1,0,0,0,0,0,0
GENE-12106,NO,1,0,0,0,0,0,0
GENE-12107,NO,1,85,67,61,40,81,100
GENE-12108,NO,1,0,0,0,0,0,0
GENE-12109,NO,1,0,0,0,0,0,0
GENE-12110,NO,1,0,0,0,0,0,0
GENE-12111,NO,1,0,0,0,0,0,0
GENE-12112,NO,1,0,0,0,0,0,0
GENE-12113,NO,1,0,0,0,0,0,0
GENE-12114,NO,1,0,0,0,0,0,0
GENE-12115,NO,1,0,0,0,0,0,0
GENE-12116,NO,1,0,0,0,0,0,0
GENE-12117,NO,1,0,0,0,0,0,0
GENE-12118,NO,1,210,276,297,218,250,192
GENE-12119,NO,1,4,108,64,75,92,110
GENE-12120,NO,1,0,0,0,0,0,0
GENE-12121,NO,1,0,0,0,0,0,0
GENE-12122,NO,1,0,0,0,0,0,0
GENE-12123,NO,1,10,4,5,6,5,12
GENE-12124,NO,1,0,0,0,0,0,0
GENE-12125,NO,1,6,12,14,11,7,14
GENE-12126,NO,1,0,0,0,0,0,0
GENE-12127,NO,1,178,222,222,212,204,178
GENE-12128,NO,1,27,24,30,29,31,30
GENE-12129,NO,1,0,0,0,0,0,0
GENE-12130,NO,1,2,8,2,7,1,2
GENE-12131,NO,1,15,13,15,9,14,11
GENE-12132,NO,1,59,58,71,71,37,68
GENE-12133,NO,1,0,0,0,0,0,0
GENE-12134,NO,1,0,0,0,0,0,0
GENE-12135,NO,1,0,0,0,0,0,0
GENE-12136,NO,1,0,0,0,0,0,0
GENE-12137,NO,1,26,22,46,31,31,43
GENE-12138,NO,1,531,586,541,595,484,537
GENE-12139,NO,1,124,110,83,78,118,95
GENE-12140,NO,1,0,0,0,0,0,0
GENE-12141,NO,1,0,0,0,0,0,0
GENE-12142,NO,1,248,321,264,256,327,284
GENE-12143,NO,1,0,0,0,0,0,0
GENE-12144,YES,1,0,0,0,0,0,0
GENE-12145,NO,1,0,0,0,0,0,0
GENE-12146,NO,1,0,0,0,0,0,0
GENE-12147,NO,1,0,0,0,0,0,0
GENE-12148,NO,1,0,0,0,0,0,0
GENE-12149,NO,1,8,7,5,7,6,7
GENE-12150,NO,1,0,0,0,0,0,0
GENE-12151,NO,1,52,45,56,49,48,38
GENE-12152,NO,1,65,60,35,54,42,48
GENE-12153,NO,1,0,0,0,0,0,0
GENE-12154,NO,1,0,0,0,0,0,0
GENE-12155,NO,1,0,0,0,0,0,0
GENE-12156,NO,1,14032,26592,18651,31594,16109,15671
GENE-12157,YES,1,0,0,0,0,0,0
GENE-12158,NO,1,0,0,0,0,0,0
GENE-12159,NO,1,0,0,0,0,0,0
GENE-12160,NO,1,325,367,328,368,320,379
GENE-12161,YES,1,0,0,0,0,0,0
GENE-12162,NO,1,100,3,232,71,537,381
GENE-12163,NO,1,0,0,0,0,0,0
GENE-12164,NO,1,258,254,298,277,308,324
GENE-12165,NO,1,0,1,16,9678,25,23
GENE-12166,NO,1,0,0,0,0,0,0
GENE-12167,NO,1,1194,601,966,269,3622,569
GENE-12168,NO,1,0,0,0,0,0,0
GENE-12169,NO,1,17,21,19,19,24,26
GENE-12170,NO,1,300,353,315,353,375,331
GENE-12171,NO,1,0,0,0,0,0,0
GENE-12172,NO,1,5,5,5,5,2,4
GENE-12173,NO,1,0,0,0,0,0,0
GENE-12174,NO,1,0,0,0,0,0,0
GENE-12175,NO,1,0,0,0,0,0,0
GENE-12176,NO,1,0,0,0,0,0,0
GENE-12177,NO,1,0,0,0,0,0,0
GENE-12178,NO,1,0,0,0,0,0,0
GENE-12179,NO,1,0,0,0,0,0,0
GENE-12180,NO,1,201,229,225,168,152,220
GENE-12181,NO,1,14,47,73,216,35,39
GENE-12182,NO,1,0,0,0,0,0,0
GENE-12183,NO,1,298,216,165,209,155,164
GENE-12184,NO,1,428,626,362,609,524,673
GENE-12185,NO,1,0,0,0,0,0,0
GENE-12186,NO,1,858,647,593,588,649,593
GENE-12187,NO,1,0,0,0,0,0,0
GENE-12188,NO,1,0,0,0,0,0,0
GENE-12189,NO,1,0,0,0,0,0,0
GENE-12190,NO,1,0,0,0,0,0,0
GENE-12191,NO,1,17,14,24,13,13,15
GENE-12192,NO,1,78,29,81,83,63,35
GENE-12193,NO,1,0,0,0,0,0,0
GENE-12194,NO,1,0,0,0,0,0,0
GENE-12195,NO,1,408,456,736,523,460,532
GENE-12196,NO,1,0,0,0,0,0,0
GENE-12197,YES,1,0,0,0,2,4,3
GENE-12198,NO,1,0,0,0,0,0,0
GENE-12199,NO,1,0,0,0,0,0,0
GENE-12200,NO,1,0,0,0,0,0,0
GENE-12201,NO,1,0,0,0,0,0,0
GENE-12202,NO,1,0,0,0,0,0,0
GENE-12203,NO,1,3,3,4,1,2,3
GENE-12204,YES,1,5,5,4,4,1,2
GENE-12205,NO,1,0,0,0,0,0,0
GENE-12206,NO,1,812,861,693,1075,700,1046
GENE-12208,NO,1,439,407,369,531,349,402
GENE-12209,NO,1,0,0,0,0,0,0
GENE-12210,NO,1,41,41,44,62,39,36
GENE-12211,NO,1,148,131,154,206,166,157
GENE-12212,NO,1,3,1,2,3,1,3
GENE-12213,NO,1,0,0,0,0,0,0
GENE-12214,NO,1,0,0,0,0,0,0
GENE-12215,NO,1,0,1,2,0,0,0
GENE-12216,NO,1,0,0,0,0,0,0
GENE-12217,NO,1,0,0,0,0,0,0
GENE-12218,NO,1,0,0,0,0,0,0
GENE-12219,NO,1,0,0,0,0,0,0
GENE-12220,NO,1,23,26,36,38,50,38
GENE-12221,NO,1,0,0,0,0,0,0
GENE-12222,NO,1,2,0,1,1,0,0
GENE-12223,NO,1,0,0,0,0,0,0
GENE-12224,NO,1,36,31,31,35,32,24
GENE-12225,NO,1,671,508,617,581,609,582
GENE-12226,NO,1,54,49,52,81,74,70
GENE-12227,YES,1,0,0,0,0,0,0
GENE-12228,NO,1,0,0,0,0,0,0
GENE-12229,NO,1,0,0,0,0,0,0
GENE-12230,NO,1,0,0,0,0,0,0
GENE-12231,NO,1,0,0,0,0,0,0
GENE-12232,NO,1,3,4,4,3,2,3
GENE-12233,NO,1,3,3,7,4,7,3
GENE-12234,NO,1,62,62,81,68,64,57
GENE-12235,NO,1,0,0,0,0,0,0
GENE-12236,NO,1,0,0,0,0,0,0
GENE-12237,NO,1,0,0,0,0,0,0
GENE-12238,NO,1,0,0,0,0,0,0
GENE-12239,NO,1,17,9,11,9,4,8
GENE-12240,NO,1,0,0,0,0,0,0
GENE-12241,NO,1,0,0,0,0,0,0
GENE-12242,NO,1,102,58,79,59,71,47
GENE-12243,NO,1,358,376,313,546,478,358
GENE-12244,NO,1,0,0,0,0,0,0
GENE-12245,NO,1,0,0,0,0,0,0
GENE-12246,NO,1,0,0,0,0,0,0
GENE-12247,NO,1,6,7,10,3,5,3
GENE-12248,NO,1,0,0,0,0,0,0
GENE-12249,NO,1,0,0,0,0,0,0
GENE-12250,YES,1,0,0,0,0,0,0
GENE-12251,NO,1,448,297,321,490,309,390
GENE-12252,NO,1,0,0,0,0,0,0
GENE-12253,NO,1,0,0,0,0,0,0
GENE-12254,NO,1,0,0,0,0,0,0
GENE-12255,NO,1,103,142,91,99,122,119
GENE-12256,NO,1,1981,3402,3960,2592,4337,2604
GENE-12257,NO,1,1,2,2,2,1,3
GENE-12258,NO,1,0,0,0,0,0,0
GENE-12259,NO,1,1,3,3,3,5,1
GENE-12260,NO,1,103,96,106,107,120,99
GENE-12261,NO,1,0,0,0,0,0,0
GENE-12262,NO,1,0,0,0,0,0,0
GENE-12263,NO,1,0,0,0,0,0,0
GENE-12264,NO,1,4,4,8,6,6,5
GENE-12265,NO,1,559,928,928,991,980,929
GENE-12266,NO,1,39,39,40,41,50,50
GENE-12267,NO,1,0,0,0,0,0,0
GENE-12268,NO,1,0,0,0,0,0,0
GENE-12269,NO,1,89,45,65,70,81,56
GENE-12270,NO,1,0,0,0,0,0,0
GENE-12271,NO,1,20,34,21,33,14,18
GENE-12272,NO,1,0,0,0,0,0,0
GENE-12273,NO,1,5,7,3,6,5,5
GENE-12274,NO,1,162,207,187,169,243,254
GENE-12275,NO,1,32,29,33,34,29,38
GENE-12276,NO,1,0,0,0,0,0,0
GENE-12277,NO,1,0,0,0,0,0,0
GENE-12278,NO,1,89,95,85,72,57,63
GENE-12280,NO,1,0,0,0,0,0,0
GENE-12281,NO,1,0,0,0,0,0,0
GENE-12282,NO,1,0,0,0,0,0,0
GENE-12283,NO,1,58,48,33,65,49,37
GENE-12284,NO,1,0,0,0,0,0,0
GENE-12285,NO,1,0,0,0,0,0,0
GENE-12286,NO,1,0,0,0,0,0,0
GENE-12288,NO,1,0,0,0,0,0,0
GENE-12289,NO,1,0,0,0,0,0,0
GENE-12290,NO,1,0,0,0,0,0,0
GENE-12291,NO,1,395,377,338,437,415,502
GENE-12292,NO,1,0,0,0,0,0,0
GENE-12293,NO,1,0,0,0,0,0,0
GENE-12294,NO,1,1846,1836,2228,2355,1831,1955
GENE-12295,NO,1,220,208,223,137,246,172
GENE-12296,NO,1,0,0,0,0,0,0
GENE-12297,NO,1,0,0,0,0,0,1
GENE-12298,NO,1,0,0,0,0,0,0
GENE-12299,NO,1,1071,1340,1181,1125,1460,1195
GENE-12300,NO,1,0,0,0,0,0,0
GENE-12301,NO,1,359,563,328,367,557,528
GENE-12302,NO,1,0,0,0,0,0,0
GENE-12303,NO,1,0,0,0,0,0,0
GENE-12304,NO,1,763,1014,1383,1065,964,1060
GENE-12305,NO,1,0,0,1,1,1,1
GENE-12306,NO,1,0,0,0,0,0,0
GENE-12307,NO,1,0,0,0,0,0,0
GENE-12308,NO,1,0,0,0,0,0,0
GENE-12309,NO,1,0,0,0,0,0,0
GENE-12310,NO,1,0,0,0,0,0,0
GENE-12311,NO,1,0,0,0,0,0,0
GENE-12312,NO,1,0,0,0,0,0,0
GENE-12313,NO,1,24,34,23,24,28,28
GENE-12314,NO,1,0,0,0,0,0,0
GENE-12315,NO,1,106,107,82,125,87,90
GENE-12316,NO,1,0,0,0,0,0,0
GENE-12317,NO,1,0,0,0,0,0,0
GENE-12318,NO,1,0,0,0,0,0,0
GENE-12319,NO,1,230,161,167,188,112,125
GENE-12320,NO,1,0,0,0,0,0,0
GENE-12321,NO,1,0,0,0,0,0,0
GENE-12322,NO,1,88,60,62,93,86,82
GENE-12323,NO,1,0,0,0,0,0,0
GENE-12324,NO,1,0,0,0,0,0,0
GENE-12325,NO,1,8,9,3,13,7,10
GENE-12326,NO,1,64,76,69,50,62,35
GENE-12327,NO,1,32,20,25,15,32,52
GENE-12328,NO,1,0,0,0,0,0,0
GENE-12330,NO,1,0,0,0,0,0,0
GENE-12331,NO,1,322,331,284,322,343,291
GENE-12332,NO,1,2755,3206,2894,2200,2185,2680
GENE-12333,NO,1,31,10,16,14,13,19
GENE-12334,YES,1,0,0,0,0,0,0
GENE-12335,NO,1,0,0,0,0,0,0
GENE-12336,NO,1,0,0,0,0,0,0
GENE-12337,NO,1,0,0,0,0,0,0
GENE-12338,NO,1,35,66,80,75,64,55
GENE-12340,NO,1,963,1103,1352,1172,1004,1270
GENE-12341,NO,1,0,0,0,0,0,0
GENE-12342,NO,1,0,0,0,0,0,0
GENE-12343,NO,1,24,20,28,23,26,19
GENE-12344,NO,1,161,160,128,136,132,157
GENE-12345,NO,1,54,73,48,65,75,79
GENE-12346,NO,1,0,0,0,0,0,0
GENE-12347,NO,1,39,54,44,41,39,48
GENE-12348,NO,1,0,0,0,0,0,0
GENE-12349,NO,1,0,0,0,0,0,0
GENE-12350,NO,1,238,187,274,224,355,332
GENE-12351,NO,1,5,5,3,8,5,6
GENE-12352,NO,1,0,0,0,0,0,0
GENE-12353,NO,1,0,0,0,0,0,0
GENE-12354,NO,1,0,0,0,0,0,0
GENE-12355,NO,1,2,6,4,8,12,11
GENE-12356,NO,1,1,0,2,1,0,0
GENE-12357,NO,1,0,0,0,0,0,0
GENE-12358,NO,1,5575,4937,5357,4715,5265,5183
GENE-12359,NO,1,0,0,0,0,0,0
GENE-12360,NO,1,27,20,20,30,19,35
GENE-12361,NO,1,0,0,0,0,0,0
GENE-12362,NO,1,0,0,0,0,0,0
GENE-12363,NO,1,81,95,58,37,31,109
GENE-12364,NO,1,0,0,0,0,0,0
GENE-12365,NO,1,0,0,0,0,0,0
GENE-12366,NO,1,0,0,0,0,0,0
GENE-12367,NO,1,0,0,0,0,0,0
GENE-12368,NO,1,0,0,0,0,0,0
GENE-12369,NO,1,0,0,0,0,0,0
GENE-12370,YES,1,0,0,0,0,0,0
GENE-12371,NO,1,409,402,456,376,364,431
GENE-12372,NO,1,0,0,0,0,0,0
GENE-12373,NO,1,0,0,0,0,0,0
GENE-12374,NO,1,32,131,53,402,62,59
GENE-12375,YES,1,0,0,0,0,0,0
GENE-12376,NO,1,1,0,1,0,2,0
GENE-12377,NO,1,84,109,106,86,76,90
GENE-12378,NO,1,0,0,0,0,0,0
GENE-12379,NO,1,479,356,317,540,444,577
GENE-12380,NO,1,0,0,0,0,0,0
GENE-12381,NO,1,0,0,0,0,0,0
GENE-12382,NO,1,0,0,0,0,0,0
GENE-12383,NO,1,0,0,0,0,0,0
GENE-12384,NO,1,12,14,14,15,18,18
GENE-12385,NO,1,0,0,0,0,0,0
GENE-12386,NO,1,0,0,0,0,0,0
GENE-12387,YES,1,0,0,0,0,0,0
GENE-12388,NO,1,0,0,0,0,0,0
GENE-12389,NO,1,0,0,0,0,0,0
GENE-12390,NO,1,0,0,0,0,0,0
GENE-12391,NO,1,0,0,0,0,0,0
GENE-12392,NO,1,127,111,121,114,135,145
GENE-12393,NO,1,0,0,0,0,0,0
GENE-12394,NO,1,0,0,0,0,0,0
GENE-12395,NO,1,1,1,0,0,1,1
GENE-12396,NO,1,0,2,0,1,0,0
GENE-12397,NO,1,0,0,0,0,0,0
GENE-12398,NO,1,0,0,0,0,0,0
GENE-12399,NO,1,0,1,0,1,0,0
GENE-12400,NO,1,0,0,0,0,0,0
GENE-12402,NO,1,0,0,0,0,0,0
GENE-12403,NO,1,8,25,12,24,19,16
GENE-12404,NO,1,11,13,23,34,21,16
GENE-12405,NO,1,0,0,0,0,0,0
GENE-12406,NO,1,0,0,0,0,0,0
GENE-12407,NO,1,30,18,11,26,23,22
GENE-12408,NO,1,136,123,164,134,148,186
GENE-12409,NO,1,0,0,0,0,0,0
GENE-12410,NO,1,0,0,0,0,0,0
GENE-12411,NO,1,107,93,100,91,104,101
GENE-12412,NO,1,0,0,0,0,0,0
GENE-12413,NO,1,0,0,0,0,0,0
GENE-12414,NO,1,465,522,238,386,324,396
GENE-12415,NO,1,0,0,0,0,0,0
GENE-12416,NO,1,0,0,0,0,0,0
GENE-12417,NO,1,0,0,0,0,0,0
GENE-12418,NO,1,0,0,0,0,0,0
GENE-12419,NO,1,545,494,521,490,406,676
GENE-12420,NO,1,0,0,1,3,0,1
GENE-12421,NO,1,0,0,0,0,0,0
GENE-12422,NO,1,0,0,0,0,0,0
GENE-12423,NO,1,28,31,27,32,30,35
GENE-12424,NO,1,0,0,0,0,0,0
GENE-12425,NO,1,0,0,0,0,0,0
GENE-12426,NO,1,0,0,0,0,0,0
GENE-12427,NO,1,13,14,13,19,21,17
GENE-12428,NO,1,149,137,136,154,152,120
GENE-12429,NO,1,0,0,0,0,0,0
GENE-12430,NO,1,17,6,16,10,13,4
GENE-12431,NO,1,98,108,75,131,65,38
GENE-12432,NO,1,0,0,0,0,0,0
GENE-12433,NO,1,0,0,0,0,0,0
GENE-12434,NO,1,130,98,131,124,145,117
GENE-12435,NO,1,7,13,9,12,10,14
GENE-12436,NO,1,0,0,0,0,0,0
GENE-12437,YES,1,0,0,0,0,0,0
GENE-12438,NO,1,0,0,0,0,0,0
GENE-12439,NO,1,0,0,0,0,0,0
GENE-12440,NO,1,0,0,0,0,0,0
GENE-12441,NO,1,0,0,0,0,0,0
GENE-12442,NO,1,0,0,0,0,0,0
GENE-12443,NO,1,74,50,76,53,62,68
GENE-12444,NO,1,0,0,0,0,0,0
GENE-12445,NO,1,452,558,511,399,606,300
GENE-12446,NO,1,0,0,0,0,0,0
GENE-12447,NO,1,0,0,0,0,0,0
GENE-12448,NO,1,186,260,18,147,478,136
GENE-12449,NO,1,0,0,0,0,0,0
GENE-12450,NO,1,257,340,240,280,274,206
GENE-12451,NO,1,3415,3895,1919,3483,1735,2851
GENE-12452,NO,1,42,23,25,31,21,15
GENE-12453,NO,1,826,297,345,659,287,589
GENE-12454,NO,1,0,0,0,0,0,0
GENE-12455,NO,1,0,0,0,0,0,0
GENE-12456,NO,1,0,0,0,0,0,0
GENE-12457,NO,1,136,132,134,156,128,195
GENE-12458,NO,1,0,0,0,0,0,0
GENE-12459,NO,1,178,221,21,193,98,58
GENE-12460,NO,1,0,0,0,0,0,0
GENE-12461,NO,1,0,0,0,0,0,0
GENE-12462,NO,1,0,0,0,0,0,0
GENE-12463,NO,1,0,0,0,0,0,0
GENE-12464,NO,1,598,651,2019,1377,871,1368
GENE-12465,YES,1,0,0,0,0,0,0
GENE-12466,NO,1,69,66,75,72,84,68
GENE-12467,NO,1,0,0,1,4,1,0
GENE-12468,NO,1,0,0,0,0,0,0
GENE-12469,NO,1,0,0,0,0,0,0
GENE-12470,NO,1,828,1091,959,574,804,496
GENE-12471,NO,1,0,2,4,0,1,1
GENE-12472,NO,1,0,1,0,0,0,0
GENE-12473,NO,1,0,0,0,0,0,0
GENE-12474,NO,1,0,0,0,0,0,0
GENE-12475,NO,1,0,1,2,2,1,1
GENE-12476,NO,1,0,0,0,0,0,0
GENE-12477,NO,1,7,6,2,5,2,3
GENE-12478,NO,1,0,0,0,0,0,0
GENE-12479,NO,1,38,38,37,39,30,61
GENE-12480,NO,1,0,0,0,0,0,0
GENE-12481,NO,1,0,0,1,0,1,1
GENE-12482,NO,1,156,196,175,155,148,150
GENE-12483,NO,1,0,0,0,0,0,0
GENE-12484,NO,1,0,0,0,0,0,0
GENE-12485,NO,1,6101,5367,3776,2805,1809,3960
GENE-12486,NO,1,0,0,0,0,0,0
GENE-12487,NO,1,6,9,9,5,7,8
GENE-12488,NO,1,0,0,0,0,0,0
GENE-12489,NO,1,0,0,0,0,0,0
GENE-12490,NO,1,25,34,89,44,34,19
GENE-12491,NO,1,0,0,0,0,0,0
GENE-12492,YES,1,1,3,0,0,0,0
GENE-12493,NO,1,0,0,0,0,0,0
GENE-12494,NO,1,553,376,514,561,519,335
GENE-12495,NO,1,520,607,475,597,474,480
GENE-12496,NO,1,0,0,0,0,0,0
GENE-12497,NO,1,0,2,1,0,6,1
GENE-12498,NO,1,0,0,0,0,0,0
GENE-12499,NO,1,0,0,0,0,0,0
GENE-12500,YES,1,0,0,0,0,0,0
GENE-12501,NO,1,0,0,0,0,0,0
GENE-12502,NO,1,171,999,550,251,111,206
GENE-12503,NO,1,0,0,0,0,0,0
GENE-12504,NO,1,16,4,9,16,12,10
GENE-12505,NO,1,1147,1315,1061,1019,1144,1259
GENE-12506,NO,1,0,0,0,0,0,0
GENE-12507,NO,1,562,955,879,751,784,964
GENE-12508,NO,1,43,42,49,33,35,28
GENE-12509,NO,1,1,0,2,1,1,2
GENE-12510,NO,1,0,0,0,0,0,0
GENE-12511,NO,1,0,0,0,0,0,0
GENE-12512,NO,1,0,0,0,0,0,0
GENE-12513,NO,1,0,0,0,0,0,0
GENE-12514,NO,1,0,0,0,0,0,0
GENE-12515,NO,1,3,1,1,1,2,2
GENE-12516,NO,1,813,834,867,764,578,780
GENE-12517,NO,1,47,54,50,48,35,44
GENE-12518,NO,1,0,0,0,0,0,0
GENE-12519,NO,1,732,627,1256,533,631,794
GENE-12520,NO,1,0,0,0,0,0,0
GENE-12521,NO,1,0,0,0,0,0,0
GENE-12522,NO,1,0,0,0,0,0,0
GENE-12523,NO,1,0,0,0,0,0,0
GENE-12524,NO,1,0,0,0,0,0,0
GENE-12525,NO,1,1,3,2,2,1,1
GENE-12526,NO,1,0,0,0,0,0,0
GENE-12527,NO,1,0,0,0,0,0,0
GENE-12528,NO,1,0,0,0,0,0,0
GENE-12529,NO,1,0,0,0,0,0,0
GENE-12530,NO,1,0,0,0,0,1,0
GENE-12531,NO,1,0,0,0,0,0,0
GENE-12532,NO,1,0,0,0,0,0,0
GENE-12533,NO,1,0,0,0,0,0,0
GENE-12534,NO,1,0,0,0,0,0,0
GENE-12535,YES,1,0,0,0,0,0,0
GENE-12536,NO,1,162,173,183,265,177,176
GENE-12537,NO,1,0,0,0,0,0,0
GENE-12538,NO,1,0,0,0,0,0,0
GENE-12539,NO,1,0,0,0,0,0,0
GENE-12540,NO,1,0,0,0,0,0,0
GENE-12541,NO,1,0,0,0,0,0,0
GENE-12542,NO,1,0,0,0,0,0,0
GENE-12543,NO,1,232,3,0,0,3,12
GENE-12544,NO,1,0,0,0,0,0,0
GENE-12545,NO,1,0,0,0,0,0,0
GENE-12546,NO,1,0,0,0,0,0,0
GENE-12547,NO,1,0,0,0,0,0,0
GENE-12548,NO,1,0,0,0,0,0,0
GENE-12549,NO,1,9,8,14,10,4,8
GENE-12550,NO,1,21,18,11,13,24,24
GENE-12551,NO,1,2,1,3,3,0,2
GENE-12552,NO,1,81,76,84,77,117,104
GENE-12554,NO,1,0,2,0,0,2,0
GENE-12555,NO,1,17,13,28,12,8,22
GENE-12556,NO,1,1,8,2,8,9,4
GENE-12557,NO,1,0,0,0,0,0,0
GENE-12558,YES,1,0,0,0,0,0,0
GENE-12559,NO,1,0,0,0,0,0,1
GENE-12560,NO,1,0,0,0,0,0,0
GENE-12561,NO,1,0,0,0,0,0,0
GENE-12562,NO,1,64,66,82,73,53,110
GENE-12564,NO,1,0,0,0,0,0,0
GENE-12565,NO,1,0,0,0,0,0,0
GENE-12566,NO,1,310,400,283,333,353,329
GENE-12567,NO,1,3,1,4,7,1,5
GENE-12568,NO,1,0,0,0,0,0,0
GENE-12569,NO,1,0,0,0,0,0,0
GENE-12570,NO,1,858,1059,881,679,780,958
GENE-12571,NO,1,0,0,0,0,0,0
GENE-12573,NO,1,0,0,0,0,0,0
GENE-12574,NO,1,562,729,758,458,740,685
GENE-12575,NO,1,0,0,0,0,0,0
GENE-12576,NO,1,0,0,0,0,0,0
GENE-12577,NO,1,0,0,0,0,0,0
GENE-12578,NO,1,29,24,23,26,26,29
GENE-12579,NO,1,8,10,7,5,8,4
GENE-12580,NO,1,0,0,0,0,0,0
GENE-12581,NO,1,0,0,0,0,0,0
GENE-12582,NO,1,0,0,0,0,0,0
GENE-12583,NO,1,0,0,0,0,0,0
GENE-12584,NO,1,0,0,0,0,0,0
GENE-12585,NO,1,0,0,1,1,0,1
GENE-12586,NO,1,0,0,0,0,0,0
GENE-12587,NO,1,0,0,0,0,0,0
GENE-12588,NO,1,0,0,0,0,0,0
GENE-12589,NO,1,0,0,0,0,0,0
GENE-12590,NO,1,0,0,0,0,0,0
GENE-12591,NO,1,0,0,0,0,0,0
GENE-12592,NO,1,0,0,0,0,0,0
GENE-12593,NO,1,1,0,0,0,0,0
GENE-12594,NO,1,671,472,512,564,737,528
GENE-12595,NO,1,0,0,0,0,0,0
GENE-12596,NO,1,0,0,0,0,0,0
GENE-12597,NO,1,0,0,0,0,0,0
GENE-12598,NO,1,0,0,0,0,0,0
GENE-12599,NO,1,0,0,0,0,0,0
GENE-12600,NO,1,0,0,0,0,0,0
GENE-12601,NO,1,21,14,18,23,5,23
GENE-12602,NO,1,108,82,139,94,144,96
GENE-12603,NO,1,0,0,0,0,0,0
GENE-12604,NO,1,0,0,0,0,0,0
GENE-12605,NO,1,0,0,0,0,0,0
GENE-12606,NO,1,0,0,0,0,0,0
GENE-12607,NO,1,0,0,0,0,0,0
GENE-12608,NO,1,0,0,0,0,0,0
GENE-12609,NO,1,0,0,0,0,0,0
GENE-12610,NO,1,0,0,0,0,0,0
GENE-12611,NO,1,0,0,0,0,0,0
GENE-12612,NO,1,0,0,0,0,0,0
GENE-12613,NO,1,0,0,0,0,0,0
GENE-12614,NO,1,0,2,0,1,3,1
GENE-12616,NO,1,0,0,0,0,0,0
GENE-12617,NO,1,0,0,0,0,0,0
GENE-12618,NO,1,35,10,33,27,68,29
GENE-12619,NO,1,62,79,44,72,34,53
GENE-12620,NO,1,0,0,0,0,0,0
GENE-12621,NO,1,29,24,28,32,25,37
GENE-12622,NO,1,0,0,0,0,0,0
GENE-12623,NO,1,21,85,33,73,52,53
GENE-12624,NO,1,767,937,791,609,861,816
GENE-12625,NO,1,0,0,0,0,0,0
GENE-12626,YES,1,0,0,0,0,0,0
GENE-12627,NO,1,0,0,0,0,0,0
GENE-12628,NO,1,72,82,81,56,85,59
GENE-12629,NO,1,54,50,69,63,53,47
GENE-12630,NO,1,40,82,67,109,77,59
GENE-12631,NO,1,0,0,0,0,0,0
GENE-12632,NO,1,0,0,0,0,0,0
GENE-12633,NO,1,0,0,0,0,0,0
GENE-12634,NO,1,45,48,57,40,38,60
GENE-12635,NO,1,0,0,0,0,0,0
GENE-12636,NO,1,0,0,0,0,0,0
GENE-12637,NO,1,501,444,565,530,645,549
